DateTime,Entries,UniqueIPs
1576758636,8381,8552
1576762233,8371,8542
1576765834,8372,8543
1576770034,8363,8534
1576774236,8364,8535
1576782034,8370,8540
1576785636,8377,8547
1576789234,8376,8545
1576792837,8381,8550
1576796437,8385,8554
1576800037,8396,8565
1576803634,8390,8559
1576806636,8380,8549
1576810835,8377,8547
1576814435,8385,8555
1576818035,8379,8549
1576821634,8373,8543
1576833036,8356,8523
1576836034,8347,8514
1576839638,8348,8515
1576843234,8341,8507
1576850433,8331,8496
1576854037,8328,8492
1576857634,8333,8497
1576861235,8324,8486
1576864836,8326,8488
1576868438,8317,8479
1576875635,8309,8471
1576879234,8311,8474
1576882835,8314,8478
1576887035,8290,8453
1576891834,8288,8451
1576899033,8292,8456
1576902634,8293,8459
1576905633,8296,8463
1576910435,8278,8443
1576918832,8273,8437
1576926034,8279,8444
1576929635,8274,8439
1576936837,8284,8450
1576940433,8279,8445
1576944035,8285,8451
1576947033,8286,8452
1576951235,8272,8438
1576958434,8284,8450
1576961434,8276,8442
1576965635,8276,8441
1576969248,8276,8441
1576972244,8278,8443
1576976444,8274,8439
1576980043,8265,8430
1576983643,8262,8427
1576987242,8258,8423
1576990847,8265,8430
1576994444,8271,8436
1576998044,8257,8421
1577001043,8263,8428
1577005842,8259,8424
1577011242,8262,8427
1577014247,8250,8415
1577017842,8253,8418
1577021445,8252,8417
1577025041,8251,8414
1577028641,8251,8414
1577032242,8250,8413
1577036443,8249,8412
1577041242,8252,8414
1577044841,8256,8418
1577048441,8261,8423
1577052641,8251,8415
1577057442,8251,8415
1577061041,8256,8420
1577065249,8247,8410
1577070645,8252,8415
1577073639,8253,8416
1577077242,8253,8416
1577080844,8249,8412
1577084438,8247,8411
1577088040,8236,8399
1577095237,8240,8403
1577098850,8248,8411
1577102437,8236,8400
1577106644,8223,8385
1577111447,8231,8393
1577114441,8225,8387
1577118637,8216,8378
1577122234,8219,8381
1577125853,8218,8380
1577129436,8222,8384
1577132438,8224,8387
1577136037,8222,8385
1577140245,8224,8387
1577147436,8222,8385
1577151044,8219,8382
1577154037,8209,8372
1577157637,8210,8373
1577161242,8213,8376
1577164835,8202,8365
1577168436,8197,8360
1577172040,8199,8362
1577179839,8188,8351
1577183443,8191,8354
1577186455,8186,8349
1577190040,8186,8349
1577193043,8184,8344
